DUNS,SIC1,LOB,SIC1_DESC,SIC2,SIC2_DESC,SIC3,SIC3_DESC,SIC4,SIC4_DESC,SIC5,SIC5_DESC,SIC6,SIC6_DESC,ACD_IND,CHANGE_IND,POI_NAME,FRAN_CD,FRAN_DESC,STREET_ADDRESS,HOUSE_NUMBER,STREET_PREFIX,STREETNAME,STREETTYPE,STREETSUFFIX,STREETLANG,COUNTRY_NAME,CITY,STATE,POSTALCODE,ADMINAREA,FOODTYPE,CHAINID,PHONE,LATITUDE,LONGITUDE,GEO_ACCURACY,NAIC1,NAIC1_DESC,NAIC2,NAIC2_DESC,NAIC3,NAIC3_DESC,NAIC4,NAIC4_DESC,NAIC5,NAIC5_DESC,NAIC6,NAIC6_DESC,STATUS,SUBSID,HIER,DIAS,TSTYLE1,FRAN_CD1,FRAN_DESC1,TSTYLE2,FRAN_CD2,FRAN_DESC2,TSTYLE3,FRAN_CD3,FRAN_DESC3,TSTYLE4,FRAN_CD4,FRAN_DESC4,TSTYLE5,FRAN_CD5,FRAN_DESC5,GLOBAL_ULT,ULT_NAME,GLOBAL_PAR,PAR_NAME,SALES,EMPS_HERE,SQT_FOOTAGE,RPT_DATE,REC_CLASS,COTTAGE,DOM_ULT,TRDSTYL120,MARKET_IND,ADDR_2, 
316837848,56510000,"FAMILY CLOTHING STORES, NSK",FAMILY CLOTHING STORES,,,,,,,,,,,A,9,SABINE HARTWEG,,,M†NZSTR. 13,,,,,,,GERMANY,DUISBURG,,47051,NORDRHEIN-WESTFALEN,,,,+51.434045,+006.761232,D,448140,FAMILY CLOTHING STORES,,,,,,,,,,,0,0,00,,"""SABINE MODEN""",,,,,,,,,,,,,,,316837848,SABINE HARTWEG,316837848,SABINE HARTWEG,000000000544014,000000002,00000000,100824,,,000000000,"""SABINE MODEN""",M,, 
389289265,80110000,"OFFICES AND CLINICS OF MEDICAL DOCTORS, N",OFFICES AND CLINICS OF MEDICAL DOCTORS,,,,,,,,,,,A,9,DR.MED. SAMIR HALABI,,,,,,,,,,GERMANY,,,,,,,,+00.000000,-000.000000,S,621111,OFFICES OF PHYSICIANS (EXCEPT,,,,,,,,,,,0,0,00,,ALLGEMEINPRAXIS DR.MED. SAMIR,,,,,,,,,,,,,,,389289265,DR.MED. SAMIR HALABI,389289265,DR.MED. SAMIR HALABI,000000000118237,000000002,00000000,091103,,,000000000,ALLGEMEINPRAXIS DR.MED. SAMIR HALABI,,, 
327394180,58120000,EATING PLACES,EATING PLACES,,,,,,,,,,,A,9,WOLFGANG KLAUSEN,,,SITULISTR. 16,,,,,,,GERMANY,M†NCHEN,,80939,BAYERN,,,,+00.000000,-000.000000,N,722110,FULL-SERVICE RESTAURANTS,,,,,,,,,,,0,0,00,,BROTZEITST†BERL,,,,,,,,,,,,,,,327394180,WOLFGANG KLAUSEN,327394180,WOLFGANG KLAUSEN,000000000119565,000000002,00000000,010726,,,000000000,BROTZEITST†BERL,,, 
332631068,52110000,"LUMBER AND OTHER BUILDING MATERIALS, NSK",LUMBER AND OTHER BUILDING MATERIALS,50820302,CONTRACTOR'S MATERIALS,50510200,IRON AND STEEL (FERROUS) PRODUCTS,,,,,,,A,9,JOACHIM HEMPEL + UWE WEBER,,,KELLERS ZIEGELEI 8,,,,,,,GERMANY,GERA,,07554,TH†RINGEN,,,,+00.000000,-000.000000,S,444110,HOME CENTERS,423810,CONSTRUCTION AND MINING (EXCEP,423510,METALS SERVICE CENTERS AND OTH,,,,,,,0,0,00,,HEGA STAHLHANDEL,,,,,,,,,,,,,,,332631068,JOACHIM HEMPEL + UWE WEBER,332631068,JOACHIM HEMPEL + UWE WEBER,000000001786632,000000007,00000000,040624,,,000000000,HEGA STAHLHANDEL,,, 
537456183,57220000,"HOUSEHOLD APPLIANCE STORES, NSK",HOUSEHOLD APPLIANCE STORES,,,,,,,,,,,A,9,GANGOLF PORZELLAN & TISCHKULTUR E.K.,,,TRIERER STR. 44,,,,,,,GERMANY,BITBURG,,54634,RHEINLAND-PFALZ,,,6561962221,+49.970788,+006.523324,D,443111,HOUSEHOLD APPLIANCE STORES,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,537456183,GANGOLF PORZELLAN & TISCHKULTUR E.K.,537456183,GANGOLF PORZELLAN & TISCHKULTUR E.K.,000000001525118,000000014,00000000,100520,,,000000000,,M,, 
389466074,55110000,"NEW AND USED CAR DEALERS, NSK",NEW AND USED CAR DEALERS,,,,,,,,,,,A,9,HEINZ STEINBREDE,,,DIECKSTR. 63,,,,,,,GERMANY,M†NSTER,,48145,NORDRHEIN-WESTFALEN,,,2512302850,+51.973706,+007.653093,D,441110,NEW CAR DEALERS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,389466074,HEINZ STEINBREDE,389466074,HEINZ STEINBREDE,000000001035840,000000006,00000000,100331,,,000000000,,M,, 
316182732,24310000,"MILLWORK, NSK",MILLWORK,,,,,,,,,,,A,9,WILLY HOFBAUER,,,REGENSBURGER STR. 42,,,,,,,GERMANY,ABENSBERG,,93326,BAYERN,,,94431242,+48.819836,+011.852810,S,321918,OTHER MILLWORK (INCLUDING FLOO,,,,,,,,,,,0,0,00,,HOFBAUER TREPPENBAUSANIERUNG,,,,,,,,,,,,,,,316182732,WILLY HOFBAUER,316182732,WILLY HOFBAUER,000000004660950,000000030,00000000,100218,,,000000000,HOFBAUER TREPPENBAUSANIERUNG,M,, 
326455172,72310000,BEAUTY SHOPS,BEAUTY SHOPS,,,,,,,,,,,A,9,"FRISEUR- UND SCHšNHEITSPFLEGE ""ELEGANT"" GMBH, ROSTOCK",,,ROSENGRUND 2,,,,,,,GERMANY,R…VERSHAGEN,,18182,MECKLENBURG-VORPOMMERN,,,,+00.000000,-000.000000,N,812112,BEAUTY SALONS,,,,,,,,,,,2,0,01,005024313,,,,,,,,,,,,,,,,330859836,"FRISEUR- UND SCHšNHEITSPFLEGE ""ELEGANT"" GMBH, ROSTOCK",330859836,"FRISEUR- UND SCHšNHEITSPFLEGE ""ELEGANT"" GMBH, ROSTOCK",000000000000000,000000003,00000000,000525,,,330859836,,,, 
344525329,99990000,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS,,,,,,,,,,,A,9,GIKO INH. GISELA KOLBACZYNSKI,,,HEI§ENER STR. 82,,,,,,,GERMANY,M†LHEIM AN DER RUHR,,45468,NORDRHEIN-WESTFALEN,,,,+00.000000,-000.000000,N,999990,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,0,0,00,,GISELA KOLBACZYNSKI,,,,,,,,,,,,,,,344525329,GIKO INH. GISELA KOLBACZYNSKI,344525329,GIKO INH. GISELA KOLBACZYNSKI,000000000000000,000000000,00000000,070309,,,000000000,GISELA KOLBACZYNSKI,,, 
497557314,80210000,OFFICES AND CLINICS OF DENTISTS,OFFICES AND CLINICS OF DENTISTS,,,,,,,,,,,A,9,DR.MED.DENT. WERNER SPAETH,,,HAUPTSTR. 7,,,,,,,GERMANY,GERBRUNN,,97218,BAYERN,,,931707155,+00.000000,-000.000000,N,621210,OFFICES OF DENTISTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,497557314,DR.MED.DENT. WERNER SPAETH,497557314,DR.MED.DENT. WERNER SPAETH,000000000118237,000000002,00000000,070907,,,000000000,,,, 
328273149,87480000,"BUSINESS CONSULTING, NEC, NSK","BUSINESS CONSULTING, NEC",,,,,,,,,,,A,9,SERVICE UND BERATUNG F†R DEN MITTELSTAND GMBH,,,MAX-JOSEPH-STR. 5,,,,,,,GERMANY,M†NCHEN,,80333,BAYERN,,,892070190,+48.143469,+011.569983,D,541618,OTHER MANAGEMENT CONSULTING SE,,,,,,,,,,,1,3,02,013696842,SERVICE UND BERATUNG F†R DEN M,,,SERVICE UND BERATUNG,,,SBM SERVICE UND BERATUNG F†R D,,,,,,,,,344332382,VERBAND DER BAYERISCHEN METALL- UND ELEKTROINDUSTRIE E.V.,344332382,VERBAND DER BAYERISCHEN METALL- UND ELEKTROINDUSTRIE E.V.,000000000907110,000000000,00000000,100225,,,344332382,SERVICE UND BERATUNG F†R DEN MITTELSTAND GMBH,M,, 
340796112,72990000,"MISCELLANEOUS PERSONAL SERVICES, NEC, NSK",MISCELLANEOUS PERSONAL SERVICE,,,,,,,,,,,A,9,URSULA BENDER,,,HEFNERSPLATZ 3,,,,,,,GERMANY,N†RNBERG,,90402,BAYERN,,,911235612,+00.000000,-000.000000,S,812990,ALL OTHER PERSONAL SERVICES,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340796112,URSULA BENDER,340796112,URSULA BENDER,000000000072509,000000001,00000000,080604,,,000000000,,,, 
341279451,73740000,DATA PROCESSING AND PREPARATION,DATA PROCESSING AND PREPARATION,,,,,,,,,,,A,9,EDUARD M†LLER,,,MARTINSTR. 2,,,,,,,GERMANY,BRUCHSAL,,76646,BADEN-W†RTTEMBERG,,,72513925940,+49.102474,+008.641489,D,518210,"DATA PROCESSING,HOSTING, AND R",,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341279451,EDUARD M†LLER,341279451,EDUARD M†LLER,000000000117888,000000001,00000000,100720,,,000000000,,M,, 
326245185,50990000,"DURABLE GOODS, NEC","DURABLE GOODS, NEC",76991103,LOCKSMITH SHOP,,,,,,,,,A,9,DITTMAR BšHME,,,BŠRENSTEINER STR. 16-18,,,,,,,GERMANY,DRESDEN,,01277,SACHSEN,,,3512549109,+51.037379,+013.803403,D,423990,OTHER MISCELLANEOUS DURABLE GO,561622,LOCKSMITHS,,,,,,,,,0,0,00,,SCHLOSS- UND METALLBAU BšHME,,,BAUSCHLOSSEREI BšHME,,,,,,,,,,,,326245185,DITTMAR BšHME,326245185,DITTMAR BšHME,000000001683240,000000004,00000000,100408,,,000000000,SCHLOSS- UND METALLBAU BšHME,M,, 
341641854,79410000,"SPORTS CLUBS, MANAGERS, AND PROMOTERS","SPORTS CLUBS, MANAGERS, AND PROMOTERS",,,,,,,,,,,A,9,REITVEREIN RIBNITZ-DAMGARTEN,,,ZUM WALLBACH 7,,,,,,,GERMANY,RIBNITZ-DAMGARTEN,,18311,MECKLENBURG-VORPOMMERN,,,38212233,+54.238104,+012.336106,D,711410,AGENTS AND MANAGERS FOR ARTIST,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341641854,REITVEREIN RIBNITZ-DAMGARTEN,341641854,REITVEREIN RIBNITZ-DAMGARTEN,000000000106729,000000002,00000000,100615,,,000000000,,M,, 
312740282,64110000,"INSURANCE AGENTS, BROKERS, AND SERVICE, N","INSURANCE AGENTS, BROKERS, AND SERVICE",,,,,,,,,,,A,9,MARTINA JOSWIG,,,ERNST-THŠLMANN-STR. 14,,,,,,,GERMANY,L†TZEN,,06686,SACHSEN-ANHALT,,,3444420714,+00.000000,-000.000000,S,524210,INSURANCE AGENCIES AND BROKERA,,,,,,,,,,,0,0,00,,REISEN & VERSICHERUNGEN,,,,,,,,,,,,,,,312740282,MARTINA JOSWIG,312740282,MARTINA JOSWIG,000000000151492,000000001,00000000,080219,,,000000000,REISEN & VERSICHERUNGEN,,, 
551436020,34990000,"FABRICATED METAL PRODUCTS, NEC, NSK","FABRICATED METAL PRODUCTS, NEC",,,,,,,,,,,A,9,MAG-TEC DEGGINGEN GMBH,,,JAHNSTR. 17,,,,,,,GERMANY,DEGGINGEN,,73326,BADEN-W†RTTEMBERG,,,7334921210,+48.599527,+009.728007,D,332999,ALL OTHER MISCELLANEOUS FABRIC,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,551436020,MAG-TEC DEGGINGEN GMBH,551436020,MAG-TEC DEGGINGEN GMBH,000000007430500,000000050,00000000,101009,,,000000000,,M,, 
322848888,57220000,"HOUSEHOLD APPLIANCE STORES, NSK",HOUSEHOLD APPLIANCE STORES,17990612,PREFABRICATED FIREPLACE INSTALLATION,,,,,,,,,A,9,HARALD ZEISE,,,AM EMMERICH 18,,,,,,,GERMANY,ST. WENDEL,,66606,SAARLAND,,,6856573,+49.491459,+007.266800,D,443111,HOUSEHOLD APPLIANCE STORES,238990,ALL OTHER SPECIALTY TRADE CONT,,,,,,,,,0,0,00,,K†CHEN ZEISE,,,,,,,,,,,,,,,322848888,HARALD ZEISE,322848888,HARALD ZEISE,000000000117888,000000001,00000000,090422,,,000000000,K†CHEN ZEISE,M,, 
506732093,62820000,INVESTMENT ADVICE,INVESTMENT ADVICE,,,,,,,,,,,A,9,ANITA HOFFMANN GRUNDST†CKS- UND VERMšGENSVERWALTUNG GMBH & CO. KG,,,STRAUBENM†HLE 7,,,,,,,GERMANY,H†TTLINGEN,,73460,BADEN-W†RTTEMBERG,,,7361555022,+48.893516,+010.091848,D,523930,INVESTMENT ADVICE,,,,,,,,,,,0,0,00,,ANITA HOFFMANN GRUNDST†CKS- UN,,,,,,,,,,,,,,,506732093,ANITA HOFFMANN GRUNDST†CKS- UND VERMšGENSVERWALTUNG GMBH & CO. KG,506732093,ANITA HOFFMANN GRUNDST†CKS- UND VERMšGENSVERWALTUNG GMBH & CO. KG,000000000204001,000000001,00000000,101025,,,000000000,ANITA HOFFMANN GRUNDST†CKS- UND VERMšGENSVERWALTUNG GMBH & CO. KG,M,, 
329561195,99990000,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS,,,,,,,,,,,A,9,ATV COMPUTER RESTAURANT SYSTEMS GMBH,,,FRANKFURTER STR. 92C,,,,,,,GERMANY,RODGAU,,63110,HESSEN,,,,+00.000000,-000.000000,N,999990,UNCLASSIFIED ESTABLISHMENTS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,329561195,ATV COMPUTER RESTAURANT SYSTEMS GMBH,329561195,ATV COMPUTER RESTAURANT SYSTEMS GMBH,000000000000000,000000000,00000000,070120,,,000000000,,,, 
321350449,60290000,"COMMERCIAL BANKS, NOT CHARTERED","COMMERCIAL BANKS, NEC",,,,,,,,,,,A,9,RAIFFEISENBANK KALLM†NZ E.G.,,,MARKTPLATZ 2,,,,,,,GERMANY,KALLM†NZ,,93183,BAYERN,,,947394020,+49.161561,+011.953755,S,522110,COMMERCIAL BANKING,,,,,,,,,,,1,0,01,010430939,RAIFFEISENBANK KALLM†NZ EG,,,,,,,,,,,,,,,321350449,RAIFFEISENBANK KALLM†NZ E.G.,321350449,RAIFFEISENBANK KALLM†NZ E.G.,000000003303005,000000000,00000000,081111,,,321350449,RAIFFEISENBANK KALLM†NZ EG,,, 
333812956,56210000,WOMENS CLOTHING STORES,WOMEN'S CLOTHING STORES,,,,,,,,,,,A,9,JOACHIM SCHMIDT,,,KšLNER STR. 30,,,,,,,GERMANY,ALTENKIRCHEN (WESTERWALD),,57610,RHEINLAND-PFALZ,,,,+50.686774,+007.636883,D,448120,WOMEN'S CLOTHING STORES,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,333812956,JOACHIM SCHMIDT,333812956,JOACHIM SCHMIDT,000000000116908,000000001,00000000,090509,,,000000000,,M,, 
341101709,86990000,"MEMBERSHIP ORGANIZATIONS, NEC, NSK","MEMBERSHIP ORGANIZATIONS, NEC",,,,,,,,,,,A,9,GARTENBAUVEREIN WEI§ENBRONN,,,HEILSBRONNER STR. 12,,,,,,,GERMANY,HEILSBRONN,,91560,BAYERN,,,98728142,+49.326123,+010.815295,D,813990,OTHER SIMILAR ORGANIZATIONS (E,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341101709,GARTENBAUVEREIN WEI§ENBRONN,341101709,GARTENBAUVEREIN WEI§ENBRONN,000000000196810,000000002,00000000,081107,,,000000000,,,, 
313416422,41110000,"LOCAL AND SUBURBAN TRANSIT, NSK",LOCAL AND SUBURBAN TRANSIT,,,,,,,,,,,A,9,WESER-EMS BUSVERKEHR GMBH,,,WERRASTR. 13,,,,,,,GERMANY,OLDENBURG,,26135,,,,441925925,+00.000000,-000.000000,N,485111,MIXED MODE TRANSIT SYSTEMS,,,,,,,,,,,2,0,05,001877682,,,,,,,,,,,,,,,,341611478,BUNDESREPUBLIK DEUTSCHLAND,322109620,WESER-EMS BUSVERKEHR GMBH,000000000000000,000000000,00000000,040812,,,341611478,,,, 
332576537,65310000,REAL ESTATE AGENTS AND MANAGERS,REAL ESTATE AGENTS AND MANAGERS,,,,,,,,,,,A,9,AXEL HECK,,,RAUTENSTR. 2,,,,,,,GERMANY,NORDHAUSEN,,99734,TH†RINGEN,,,3631991004,+51.499585,+010.794099,S,531210,OFFICES OF REAL ESTATE AGENTS,,,,,,,,,,,0,0,00,,HECK IMMOBILIEN,,,,,,,,,,,,,,,332576537,AXEL HECK,332576537,AXEL HECK,000000000969200,000000003,00000000,091209,,,000000000,HECK IMMOBILIEN,M,, 
507248669,62820000,INVESTMENT ADVICE,INVESTMENT ADVICE,,,,,,,,,,,A,9,GLOBAL RESOURCES INVEST MANAGEMENT GMBH,,,FLEISCHGASSE 18,,,,,,,GERMANY,WEIDEN I.D.OPF.,,92637,BAYERN,,,96147066280,+49.676572,+012.163576,D,523930,INVESTMENT ADVICE,,,,,,,,,,,0,0,00,,GLOBAL RESOURCES INVEST MANAGE,,,GLOBAL RESOURCES INVEST MANAGE,,,,,,,,,,,,507248669,GLOBAL RESOURCES INVEST MANAGEMENT GMBH,507248669,GLOBAL RESOURCES INVEST MANAGEMENT GMBH,000000000427284,000000002,00000000,100728,,,000000000,GLOBAL RESOURCES INVEST MANAGEMENT GMBH,M,, 
340894576,86610000,RELIGIOUS ORGANIZATIONS,RELIGIOUS ORGANIZATIONS,,,,,,,,,,,A,9,INT. SCHULE D. ROSENKREUZES E. V.,,,KŠTHE-KOLLWITZ-UFER 74,,,,,,,GERMANY,DRESDEN,,01307,SACHSEN,,,3514598760,+51.060188,+013.786357,D,813110,RELIGIOUS ORGANIZATIONS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340894576,INT. SCHULE D. ROSENKREUZES E. V.,340894576,INT. SCHULE D. ROSENKREUZES E. V.,000000000196810,000000002,00000000,080716,,,000000000,,,, 
340806078,73630000,HELP SUPPLY SERVICES,HELP SUPPLY SERVICES,,,,,,,,,,,A,9,ED WORK GMBH & CO. KG,,,SCHWERINER STR. 4,,,,,,,GERMANY,WOLFSBURG,,38444,NIEDERSACHSEN,,,66138096100,+52.408920,+010.740695,D,561320,TEMPORARY HELP SERVICES,,,,,,,,,,,2,0,03,000980852,,,,,,,,,,,,,,,,344351403,ATON GMBH,312508313,ED WORK GMBH & CO. KG,000000000000000,000000000,00000000,080929,,,344351403,,,, 
331335799,73710000,"CUSTOM COMPUTER PROGRAMMING SERVICES, NSK",CUSTOM COMPUTER PROGRAMMING SERVICES,,,,,,,,,,,A,9,HEILOG GMBH,,,SCHMIEDESTR. 42,,,,,,,GERMANY,BURGDORF,,31303,NIEDERSACHSEN,,,5136973123,+52.447485,+010.007222,D,541511,CUSTOM COMPUTER PROGRAMMING SE,,,,,,,,,,,0,0,00,,HEILOG GMBH,,,,,,,,,,,,,,,331335799,HEILOG GMBH,331335799,HEILOG GMBH,000000000253988,000000002,00000000,100315,,,000000000,HEILOG GMBH,M,, 
340191353,41210000,TAXICABS,TAXICABS,,,,,,,,,,,A,9,DIMITRIOS KONSTANTIANOS,,,HULLERSER MAUER 9,,,,,,,GERMANY,EINBECK,,37574,NIEDERSACHSEN,,,55611313,+51.817843,+009.862833,D,485310,TAXI SERVICE,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,340191353,DIMITRIOS KONSTANTIANOS,340191353,DIMITRIOS KONSTANTIANOS,000000001380257,000000014,00000000,100427,,,000000000,,M,, 
551096753,51990000,"NONDURABLE GOODS, NEC, NSK","NONDURABLE GOODS, NEC",59999900,"MISCELLANEOUS RETAIL STORES, NEC, NEC",,,,,,,,,A,9,FRE§NAPF TIERNAHRUNGSHANDLUNG GMBH,,,BRŠUCKENSTR. 4-6,,,,,,,GERMANY,L†DENSCHEID,,58511,NORDRHEIN-WESTFALEN,,,2551477090,+00.000000,-000.000000,S,424990,OTHER MISCELLANEOUS NONDURABLE,453998,ALL OTHER MISCELLANEOUS STORE,,,,,,,,,2,0,01,005012189,,,,,,,,,,,,,,,,313615981,FRE§NAPF TIERNAHRUNGSHANDLUNG GMBH,313615981,FRE§NAPF TIERNAHRUNGSHANDLUNG GMBH,000000000000000,000000000,00000000,080316,,,313615981,,,, 
333599652,60190000,"CENTRAL RESERVE DEPOSITORY, NEC","CENTRAL RESERVE DEPOSITORY, NEC",,,,,,,,,,,A,9,TARGOBANK AG & CO.KGAA,,,HAUPTSTR. 107,,,,,,,GERMANY,BIELEFELD,,33647,NORDRHEIN-WESTFALEN,,,521942580,+51.991796,+008.509430,D,522298,ALL OTHER NONDEPOSITORY CREDIT,,,,,,,,,,,2,0,05,001990095,,,,,,,,,,,,,,,,275738854,CAISSE FEDERALE DE CREDIT MUTUEL,315741504,TARGOBANK AG & CO.KGAA,000000000000000,000000000,00000000,100211,,,340881335,,M,, 
551324838,35530000,WOODWORKING MACHINERY,WOODWORKING MACHINERY,35450107,"PRECISION TOOLS, MACHINISTS'",,,73891900,METAL CUTTING SERVICES,50840305,WOODWORKING MACHINERY,,,A,9,OST EXPRESS IMPORT-EXPORT GMBH,,,AM BANGRABEN 22-24,,,,,,,GERMANY,BALINGEN,,72336,BADEN-W†RTTEMBERG,,,743390894910,+48.291062,+008.846566,S,333210,SAWMILL AND WOODWORKING MACHIN,332212,HAND AND EDGE TOOL MANUFACTURI,,,561990,ALL OTHER SUPPORT SERVICES,423830,INDUSTRIAL MACHINERY AND EQUIP,,,0,0,00,,OST-EXPRESS GMBH,,,,,,,,,,,,,,,551324838,OST EXPRESS IMPORT-EXPORT GMBH,551324838,OST EXPRESS IMPORT-EXPORT GMBH,000000001351000,000000004,00000000,101111,,,000000000,OST-EXPRESS GMBH,M,, 
314712373,15210000,"SINGLE-FAMILY HOUSING CONSTRUCTION, NSK",SINGLE-FAMILY HOUSING CONSTRUCTION,,,,,,,,,,,A,9,EBERT BAU GMBH,,,HOHENSTEINER STR. 41,,,,,,,GERMANY,STOLLBERG/ERZGEB.,,09366,SACHSEN,,,372963643,+50.712491,+012.765044,D,236115,NEW SINGLE-FANILY HOUSING CONS,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,314712373,EBERT BAU GMBH,314712373,EBERT BAU GMBH,000000000329528,000000004,00000000,091011,,,000000000,,M,, 
341140162,87420000,MANAGEMENT CONSULTING SERVICES,MANAGEMENT CONSULTING SERVICES,,,,,,,,,,,A,9,CONRENDIT HOLDING AG,,,AM KAISERKAI 1,,,,,,,GERMANY,HAMBURG,,20457,HAMBURG,,,4052734790,+53.541643,+009.993062,D,541611,ADMINISTRATIVE MANAGEMENT AND,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341140162,CONRENDIT HOLDING AG,341140162,CONRENDIT HOLDING AG,000000000210756,000000002,00000000,101018,,,000000000,,M,, 
341363480,67190000,"HOLDING COMPANIES, NEC, NSK","HOLDING COMPANIES, NEC",47310200,FREIGHT FORWARDING,,,,,,,,,A,9,CGS-BETEILIGUNGEN GMBH,,,ROHRBACHER STR. 1,,,,,,,GERMANY,LICHTENFELS,,96215,BAYERN,,,,+50.136600,+011.047855,S,551112,OFFICES OF OTHER HOLDING COMPA,488510,FREIGHT TRANSPORTATION ARRANGE,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,341363480,CGS-BETEILIGUNGEN GMBH,341363480,CGS-BETEILIGUNGEN GMBH,000000000190094,000000001,00000000,100730,,,000000000,,M,, 
342413551,54110000,"GROCERY STORES, NSK",GROCERY STORES,,,,,,,,,,,A,9,KONRAD RAUB & SOHN KG,,,MARKTPLATZ 12,,,,,,,GERMANY,NENTERSHAUSEN,,36214,HESSEN,,,6627919350,+51.013491,+009.933897,S,445110,SUPERMARKETS AND OTHER GROCERY,,,,,,,,,,,0,0,00,,EDEKA AKTIV MARKT RAUB,,,,,,,,,,,,,,,342413551,KONRAD RAUB & SOHN KG,342413551,KONRAD RAUB & SOHN KG,000000000130193,000000002,00000000,100406,,,000000000,EDEKA AKTIV MARKT RAUB,M,, 
320844087,55110000,"NEW AND USED CAR DEALERS, NSK",NEW AND USED CAR DEALERS,,,,,,,,,,,A,9,GEORG HAGER,,,AMMERGAUER STR. 22-24,,,,,,,GERMANY,SAULGRUB,,82442,BAYERN,,,88459120,+47.665410,+011.024586,D,441110,NEW CAR DEALERS,,,,,,,,,,,0,0,00,,TOYOTAAUTOHAUS GEORG HAGER,,,,,,,,,,,,,,,320844087,GEORG HAGER,320844087,GEORG HAGER,000000001351000,000000005,00000000,100408,,,000000000,TOYOTAAUTOHAUS GEORG HAGER,M,, 
344481101,87410000,"MANAGEMENT SERVICES, NSK",MANAGEMENT SERVICES,,,,,,,,,,,A,9,RAUMFABRIK VERWALTUNGSGES. MBH DURLACH,,,AMALIENBADSTR. 36,,,,,,,GERMANY,KARLSRUHE,,76227,BADEN-W†RTTEMBERG,,,7214067797,+48.996697,+008.463465,D,561110,OFFICE ADMINISTRATIVE SERVICES,,,,,,,,,,,0,0,00,,RAUMFABRIK VERWALTUNGSGES. MBH,,,,,,,,,,,,,,,344481101,RAUMFABRIK VERWALTUNGSGES. MBH DURLACH,344481101,RAUMFABRIK VERWALTUNGSGES. MBH DURLACH,000000000229882,000000001,00000000,091128,,,000000000,RAUMFABRIK VERWALTUNGSGES. MBH,M,, 
325182780,76990000,"REPAIR SERVICES, NEC, NSK","REPAIR SERVICES, NEC",,,,,,,,,,,A,9,WILHELM NEIDMANN GMBH,,,SUDBRACKSTR. 4,,,,,,,GERMANY,BIELEFELD,,33611,NORDRHEIN-WESTFALEN,,,521982150,+52.036126,+008.538394,D,811412,APPLIANCE REPAIR AND MAINTENAN,,,,,,,,,,,0,0,00,,,,,,,,,,,,,,,,,325182780,WILHELM NEIDMANN GMBH,325182780,WILHELM NEIDMANN GMBH,000000002072460,000000020,00000000,091217,,,000000000,,M,, 
341740480,53110000,DEPARTMENT STORES,DEPARTMENT STORES,,,,,,,,,,,A,9,KODI DISKONTLŠDEN GMBH,,,BRACKELER HELLWEG 128,,,,,,,GERMANY,DORTMUND,,44309,NORDRHEIN-WESTFALEN,,,2312069155,+00.000000,-000.000000,N,452111,DEPARTMENT STORES,,,,,,,,,,,2,0,02,008566202,,,,,,,,,,,,,,,,312612411,MERIDIAN IMMOBILIEN- UND VERMšGENSVERWALTUNGS GMBH,316824473,KODI DISKONTLŠDEN GMBH,000000000000000,000000000,00000000,,,,312612411,,M,, 
343682337,58120000,EATING PLACES,EATING PLACES,,,,,,,,,,,A,9,MARIA-TERESA COPPOLA,,,FŠRBERGASSE 2,,,,,,,GERMANY,SCHELKLINGEN,,89601,BADEN-W†RTTEMBERG,,,7394709,+00.000000,-000.000000,N,722110,FULL-SERVICE RESTAURANTS,,,,,,,,,,,0,0,00,,PIZZERIA Rš§LE,,,,,,,,,,,,,,,343682337,MARIA-TERESA COPPOLA,343682337,MARIA-TERESA COPPOLA,000000000062150,000000002,00000000,070907,,,000000000,PIZZERIA Rš§LE,,, 
